dt,future_dt,humidity,pop,pressure,temp_max,temp_min,uvi,weather_id,wind_speed,wind_gust,rain,snow
2026-02-26 01:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 01:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 01:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 01:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 01:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 02:44:45,2026-02-26 12:00:00,88,1,1005,11.18,8.42,0.2,501,8.84,17.39,3.32,0
2026-02-26 02:44:45,2026-02-27 12:00:00,77,1,1013,9.34,4.58,1.38,500,4.71,9.87,4.07,0
2026-02-26 02:44:45,2026-02-28 12:00:00,71,0.86,1018,9.04,3.96,1.39,500,4.2,7,1.37,0
2026-02-26 02:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 02:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 02:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 02:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 02:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 03:44:45,2026-02-26 12:00:00,88,1,1005,11.12,8.42,0.2,501,8.84,17.39,3.32,0
2026-02-26 03:44:45,2026-02-27 12:00:00,77,1,1013,9.34,4.58,1.38,500,4.71,9.87,4.07,0
2026-02-26 03:44:45,2026-02-28 12:00:00,71,0.86,1018,9.04,3.96,1.39,500,4.2,7,1.37,0
2026-02-26 03:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 03:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 03:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 03:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 03:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 04:44:45,2026-02-26 12:00:00,88,1,1005,11.12,8.42,0.2,501,8.84,17.39,3.32,0
2026-02-26 04:44:45,2026-02-27 12:00:00,77,1,1013,9.34,4.58,1.38,500,4.71,9.87,4.07,0
2026-02-26 04:44:45,2026-02-28 12:00:00,71,0.86,1018,9.04,3.96,1.39,500,4.2,7,1.37,0
2026-02-26 04:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 04:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 04:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 04:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 04:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 05:44:45,2026-02-26 12:00:00,88,1,1005,11.41,8.42,0.2,501,8.84,17.39,3.32,0
2026-02-26 05:44:45,2026-02-27 12:00:00,77,1,1013,9.34,4.58,1.38,500,4.71,9.87,4.07,0
2026-02-26 05:44:45,2026-02-28 12:00:00,71,0.86,1018,9.04,3.96,1.39,500,4.2,7,1.37,0
2026-02-26 05:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 05:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 05:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 05:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 05:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 06:44:45,2026-02-26 12:00:00,88,1,1005,10.99,8.42,0.2,501,8.84,17.39,3.32,0
2026-02-26 06:44:45,2026-02-27 12:00:00,77,1,1013,9.34,4.58,1.38,500,4.71,9.87,4.07,0
2026-02-26 06:44:45,2026-02-28 12:00:00,71,0.86,1018,9.04,3.96,1.39,500,4.2,7,1.37,0
2026-02-26 06:44:45,2026-03-01 12:00:00,89,1,1005,10.55,4.45,0.48,500,8.21,17.35,2.95,0
2026-02-26 06:44:45,2026-03-02 12:00:00,72,1,1009,9.77,3.86,1.39,500,6.56,11.37,4.71,0
2026-02-26 06:44:45,2026-03-03 12:00:00,53,0,1027,10.46,2.25,2,800,5.8,14.42,0,0
2026-02-26 06:44:45,2026-03-04 12:00:00,65,0.31,1026,9.76,6.1,2,500,7.26,15.58,0.3,0
2026-02-26 06:44:45,2026-03-05 12:00:00,91,1,1018,10.9,2.98,2,500,9.35,20.82,2.61,0
2026-02-26 07:44:45,2026-02-26 12:00:00,88,1,1005,10.93,8.22,0.2,500,8.18,16.9,2.33,0
2026-02-26 07:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 07:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 07:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 07:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 07:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 07:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 07:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 08:44:45,2026-02-26 12:00:00,86,1,1005,10.93,8.22,0.2,501,8.18,16.9,2.33,0
2026-02-26 08:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 08:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 08:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 08:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 08:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 08:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 08:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 09:44:45,2026-02-26 12:00:00,86,1,1005,10.93,8.22,0.2,500,8.18,16.9,0.83,0
2026-02-26 09:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 09:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 09:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 09:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 09:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 09:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 09:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 10:44:45,2026-02-26 12:00:00,85,1,1005,11.38,8.22,0.2,500,8.18,16.9,1.3,0
2026-02-26 10:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 10:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 10:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 10:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 10:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 10:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 10:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 11:44:45,2026-02-26 12:00:00,84,1,1005,11.36,8.22,0.2,501,8.18,16.9,3.42,0
2026-02-26 11:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 11:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 11:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 11:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 11:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 11:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 11:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 12:44:45,2026-02-26 12:00:00,85,1,1004,12.1,8.22,0.2,500,8.18,16.9,2.33,0
2026-02-26 12:44:45,2026-02-27 12:00:00,73,1,1014,9.7,4.28,1.38,500,5.21,10.43,1.77,0
2026-02-26 12:44:45,2026-02-28 12:00:00,63,0.01,1018,9.54,2.5,1.39,803,4.59,9.85,0,0
2026-02-26 12:44:45,2026-03-01 12:00:00,88,1,1005,11.24,5.35,0.48,500,6.89,16.31,2.77,0
2026-02-26 12:44:45,2026-03-02 12:00:00,66,1,1008,10.11,4.62,1.39,501,6.77,12.45,7.87,0
2026-02-26 12:44:45,2026-03-03 12:00:00,56,0,1024,9.76,1.74,2,802,8.02,17.26,0,0
2026-02-26 12:44:45,2026-03-04 12:00:00,62,0.2,1024,10.27,4.98,2,500,8.01,15.98,0.12,0
2026-02-26 12:44:45,2026-03-05 12:00:00,88,1,1008,9.76,6.66,2,501,7.36,18.01,10.2,0
2026-02-26 13:44:45,2026-02-26 12:00:00,87,1,1004,11.45,7.63,0.2,500,8.18,16.9,2.53,0
2026-02-26 13:44:45,2026-02-27 12:00:00,76,0.98,1014,9.58,4.33,1.38,500,3.84,10.43,1.24,0
2026-02-26 13:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 13:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 13:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 13:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 13:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 13:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 14:44:45,2026-02-26 12:00:00,88,1,1004,11.98,7.63,0.2,500,8.18,16.9,2.53,0
2026-02-26 14:44:45,2026-02-27 12:00:00,76,0.98,1014,9.58,4.33,1.38,500,3.84,10.43,1.24,0
2026-02-26 14:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 14:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 14:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 14:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 14:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 14:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 15:44:45,2026-02-26 12:00:00,89,1,1005,11.9,7.63,0.2,500,8.18,16.9,2.53,0
2026-02-26 15:44:45,2026-02-27 12:00:00,76,0.98,1014,9.58,4.33,1.38,500,3.84,10.43,1.24,0
2026-02-26 15:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 15:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 15:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 15:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 15:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 15:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 16:44:45,2026-02-26 12:00:00,89,1,1005,12.76,7.63,0.2,500,8.18,16.9,2.53,0
2026-02-26 16:44:45,2026-02-27 12:00:00,76,0.98,1014,9.58,4.33,1.38,500,3.84,10.43,1.24,0
2026-02-26 16:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 16:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 16:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 16:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 16:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 16:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 17:44:45,2026-02-26 12:00:00,89,1,1005,12.17,7.63,0.2,500,8.18,16.9,2.53,0
2026-02-26 17:44:45,2026-02-27 12:00:00,76,0.98,1014,9.58,4.33,1.38,500,3.84,10.43,1.24,0
2026-02-26 17:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 17:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 17:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 17:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 17:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 17:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 18:44:45,2026-02-26 12:00:00,89,1,1005,11.65,8.47,0.2,500,8.18,16.9,2.53,0
2026-02-26 18:44:45,2026-02-27 12:00:00,71,0.62,1014,9.58,4.57,1.38,500,3.72,10.11,1.13,0
2026-02-26 18:44:45,2026-02-28 12:00:00,70,1,1017,9.73,4.03,1.39,500,5.02,10,1.53,0
2026-02-26 18:44:45,2026-03-01 12:00:00,81,0.94,1007,12.57,6.13,0.48,500,7.64,16.67,1.09,0
2026-02-26 18:44:45,2026-03-02 12:00:00,78,1,1015,10.11,6.44,1.39,500,8.22,17.4,4.92,0
2026-02-26 18:44:45,2026-03-03 12:00:00,78,0,1026,8.38,3.35,2,803,2.54,3.09,0,0
2026-02-26 18:44:45,2026-03-04 12:00:00,75,0,1027,10.77,4.11,2,804,3.08,7.35,0,0
2026-02-26 18:44:45,2026-03-05 12:00:00,77,0,1013,12.37,7.59,2,802,5.78,13.86,0,0
2026-02-26 19:44:45,2026-02-26 12:00:00,89,1,1005,11.41,9.09,0.47,500,8.18,16.9,2.53,0
2026-02-26 19:44:45,2026-02-27 12:00:00,71,0.79,1014,9.68,4.57,1.36,500,3.72,10.11,1.05,0
2026-02-26 19:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-26 19:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.18,1.57,0
2026-02-26 19:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,7.04,0
2026-02-26 19:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-26 19:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-26 19:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-26 20:44:45,2026-02-26 12:00:00,89,1,1005,11.11,9.09,0.47,500,8.18,16.9,2.33,0
2026-02-26 20:44:45,2026-02-27 12:00:00,71,0.79,1014,9.68,4.57,1.36,500,3.72,10.11,1.05,0
2026-02-26 20:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-26 20:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.18,1.57,0
2026-02-26 20:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,7.04,0
2026-02-26 20:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-26 20:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-26 20:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-26 21:44:45,2026-02-26 12:00:00,89,1,1005,10.97,9.09,0.47,500,8.18,16.9,3.2,0
2026-02-26 21:44:45,2026-02-27 12:00:00,71,0.79,1014,9.68,4.57,1.36,500,3.72,10.11,1.82,0
2026-02-26 21:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-26 21:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.18,1.57,0
2026-02-26 21:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,7.04,0
2026-02-26 21:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-26 21:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-26 21:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-26 22:44:45,2026-02-26 12:00:00,89,1,1005,10.97,9.09,0.47,501,8.18,16.9,3.48,0
2026-02-26 22:44:45,2026-02-27 12:00:00,71,0.79,1014,9.7,4.57,1.36,500,3.72,10.11,1.08,0
2026-02-26 22:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-26 22:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.54,1.78,0
2026-02-26 22:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,6.8,0
2026-02-26 22:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-26 22:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-26 22:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-26 23:44:45,2026-02-26 12:00:00,89,1,1005,10.97,9.09,0.47,500,8.18,16.9,2.53,0
2026-02-26 23:44:45,2026-02-27 12:00:00,71,0.79,1014,9.82,4.57,1.36,500,3.72,10.11,1.37,0
2026-02-26 23:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-26 23:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.54,1.78,0
2026-02-26 23:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,6.8,0
2026-02-26 23:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-26 23:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-26 23:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-27 00:44:45,2026-02-27 12:00:00,71,0.79,1014,9.68,4.57,1.36,500,3.72,10.11,1.05,0
2026-02-27 00:44:45,2026-02-28 12:00:00,68,0.05,1018,9.55,4.87,1.1,804,5.03,11.28,0,0
2026-02-27 00:44:45,2026-03-01 12:00:00,86,1,1006,12.18,7.49,1.24,500,8.23,18.54,1.78,0
2026-02-27 00:44:45,2026-03-02 12:00:00,92,1,1014,10.14,4.51,1.12,500,7.66,17.03,6.8,0
2026-02-27 00:44:45,2026-03-03 12:00:00,95,0.33,1025,6.75,1.63,0.55,500,2.94,5.27,0.77,0
2026-02-27 00:44:45,2026-03-04 12:00:00,63,0,1027,9.67,1.49,1,803,2.73,4.23,0,0
2026-02-27 00:44:45,2026-03-05 12:00:00,77,0,1013,13.6,6.32,1,802,4.67,11.62,0,0
2026-02-27 00:44:45,2026-03-06 12:00:00,65,1,1023,7.92,2.23,1,501,6.13,11.64,15.15,0
2026-02-27 01:44:45,2026-02-27 12:00:00,75,0.86,1012,10.47,5.16,1.36,500,3.72,10.11,2.5,0
2026-02-27 01:44:45,2026-02-28 12:00:00,64,0,1017,8.87,4.8,1.1,804,5.04,11.3,0,0
2026-02-27 01:44:45,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
2026-02-27 01:44:45,2026-03-02 12:00:00,69,1,1012,10.41,6.14,1.12,500,8.59,20.95,2.74,0
2026-02-27 01:44:45,2026-03-03 12:00:00,73,0,1027,8.24,1.74,0.55,803,2.44,5.07,0,0
2026-02-27 01:44:45,2026-03-04 12:00:00,78,0.2,1026,12.7,6.05,1,500,3.06,6.4,0.24,0
2026-02-27 01:44:45,2026-03-05 12:00:00,74,0,1014,13.12,6.9,1,801,4.46,10.33,0,0
2026-02-27 01:44:45,2026-03-06 12:00:00,96,1,1014,7.68,2.32,1,500,3.95,8.27,3,0
2026-02-27 02:44:45,2026-02-27 12:00:00,75,0.86,1012,10.47,5.32,1.36,500,3.72,10.11,0.85,0
2026-02-27 02:44:45,2026-02-28 12:00:00,64,0,1017,8.87,4.8,1.1,804,5.04,11.3,0,0
2026-02-27 02:44:45,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
2026-02-27 02:44:45,2026-03-02 12:00:00,69,1,1012,10.41,6.14,1.12,500,8.59,20.95,2.74,0
2026-02-27 02:44:45,2026-03-03 12:00:00,73,0,1027,8.24,1.74,0.55,803,2.44,5.07,0,0
2026-02-27 02:44:45,2026-03-04 12:00:00,78,0.2,1026,12.7,6.05,1,500,3.06,6.4,0.24,0
2026-02-27 02:44:45,2026-03-05 12:00:00,74,0,1014,13.12,6.9,1,801,4.46,10.33,0,0
2026-02-27 02:44:45,2026-03-06 12:00:00,96,1,1014,7.68,2.32,1,500,3.95,8.27,3,0
2026-02-27 03:44:45,2026-02-27 12:00:00,75,0.86,1012,10.47,6.1,1.36,500,3.72,10.11,2.39,0
2026-02-27 03:44:45,2026-02-28 12:00:00,64,0,1017,8.87,4.8,1.1,804,5.04,11.3,0,0
2026-02-27 03:44:45,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
2026-02-27 03:44:45,2026-03-02 12:00:00,69,1,1012,10.41,6.14,1.12,500,8.59,20.95,2.74,0
2026-02-27 03:44:45,2026-03-03 12:00:00,73,0,1027,8.24,1.74,0.55,803,2.44,5.07,0,0
2026-02-27 03:44:45,2026-03-04 12:00:00,78,0.2,1026,12.7,6.05,1,500,3.06,6.4,0.24,0
2026-02-27 03:44:45,2026-03-05 12:00:00,74,0,1014,13.12,6.9,1,801,4.46,10.33,0,0
2026-02-27 03:44:45,2026-03-06 12:00:00,96,1,1014,7.68,2.32,1,500,3.95,8.27,3,0
2026-02-27 04:44:45,2026-02-27 12:00:00,75,0.86,1012,10.47,6.33,1.36,500,3.72,10.11,0.85,0
2026-02-27 04:44:45,2026-02-28 12:00:00,64,0,1017,8.87,4.8,1.1,804,5.04,11.3,0,0
2026-02-27 04:44:45,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
2026-02-27 04:44:45,2026-03-02 12:00:00,69,1,1012,10.41,6.14,1.12,500,8.59,20.95,2.74,0
2026-02-27 04:44:45,2026-03-03 12:00:00,73,0,1027,8.24,1.74,0.55,803,2.44,5.07,0,0
2026-02-27 04:44:45,2026-03-04 12:00:00,78,0.2,1026,12.7,6.05,1,500,3.06,6.4,0.24,0
2026-02-27 04:44:45,2026-03-05 12:00:00,74,0,1014,13.12,6.9,1,801,4.46,10.33,0,0
2026-02-27 04:44:45,2026-03-06 12:00:00,96,1,1014,7.68,2.32,1,500,3.95,8.27,3,0
2026-02-27 05:44:45,2026-02-27 12:00:00,75,0.86,1012,10.47,6.33,1.36,500,3.72,10.11,0.85,0
2026-02-27 05:44:45,2026-02-28 12:00:00,64,0,1017,8.87,4.8,1.1,804,5.04,11.3,0,0
2026-02-27 05:44:45,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
2026-02-27 05:44:45,2026-03-02 12:00:00,69,1,1012,10.41,6.14,1.12,500,8.59,20.95,2.74,0
2026-02-27 05:44:45,2026-03-03 12:00:00,73,0,1027,8.24,1.74,0.55,803,2.44,5.07,0,0
2026-02-27 05:44:45,2026-03-04 12:00:00,78,0.2,1026,12.7,6.05,1,500,3.06,6.4,0.24,0
2026-02-27 05:44:45,2026-03-05 12:00:00,74,0,1014,13.12,6.9,1,801,4.46,10.33,0,0
2026-02-27 05:44:45,2026-03-06 12:00:00,96,1,1014,7.68,2.32,1,500,3.95,8.27,3,0
2026-02-27 06:44:46,2026-02-27 12:00:00,72,0.62,1011,10.29,3.7,1.36,500,4.41,10.11,0.72,0
2026-02-27 06:44:46,2026-02-28 12:00:00,64,0,1017,8.87,3.39,1.1,804,5.04,11.3,0,0
2026-02-27 06:44:46,2026-03-01 12:00:00,89,1,1005,12.32,6.26,1.24,500,8.51,18.52,1.21,0
